,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
POLQ,0.5162259615384616,0.48377403846153844,0.06492664326624686,4.448682e-06,2.3145776e-06,3.0160592e-09,0.25,0.3199392,0.33118248,2.0449905,-7.490633,7.731804,0.015490301724137909,0.003239068145010588,0.013469827586206877,0.0029899090569328506,0.020717238520384828,0.003784217101269111,False,Cancer cells_vs_Macrophages,Cancer cells,Macrophages
BLM,0.4947916666666667,0.5052083333333333,-0.020834086486130055,9.982622e-06,6.8047843e-06,3.0160592e-09,0.25,0.210109,0.23009491,1.4126288,-4.5217476,4.689311,0.0471443965517243,0.04185872679706002,0.038927801724138,0.03837049956397169,0.08224828622912823,0.06415271874478307,False,Cancer cells_vs_Macrophages,Cancer cells,Macrophages
FANCB,0.4389022435897436,0.5610977564102564,-0.2456184307027316,4.798855e-06,3.5148864e-06,3.0160592e-09,0.25,0.031223273,0.0049743652,1.5303315,-5.8879843,5.3823233,0.026670258620689585,0.00959262489099291,0.024245689655172348,0.009094306714837436,0.04650415340813736,0.01871458259404164,False,Cancer cells_vs_Macrophages,Cancer cells,Macrophages
TTK,0.8986378205128205,0.10136217948717952,2.18217995826452,1.3794585e-05,2.3550317e-06,3.0008365e-09,0.25,2.6997862,2.7843847,1.9316701,-4.3984785,9.283968,0.10627693965517294,0.019607843137254898,0.056438577586207336,0.019607843137254898,0.19563609150253208,0.041482194799146464,True,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
CHEK1,0.8599759615384616,0.14002403846153844,1.815090266202676,1.3604562e-05,3.9808006e-06,3.0008365e-09,0.25,1.914054,1.9703846,1.5226082,-3.9591827,7.4236917,0.08647629310344906,0.018207282913165264,0.07139008620689731,0.01680672268907563,0.12890108234517808,0.027995682070270866,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
EME1,0.8249198717948718,0.1750801282051282,1.5500424669378858,2.5766935e-06,9.599423e-07,3.0008365e-09,0.25,2.004302,2.0431652,2.0009935,-5.2708607,8.164804,0.019531249999999955,0.004201680672268907,0.01831896551724134,0.004201680672268907,0.026556511718484114,0.006403335086795414,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
NEIL3,0.8060897435897436,0.1939102564102564,1.4247995853383182,4.2495567e-06,1.1630573e-06,3.0008365e-09,0.25,2.4715302,2.5944695,2.6693375,-8.246801,10.142872,0.024784482758620635,0.00980392156862745,0.020339439655172365,0.00980392156862745,0.03403552789641303,0.014153773956475671,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
UBE2T,0.7852564102564102,0.21474358974358976,1.2965655573212915,6.926473e-05,2.1565842e-05,3.0008365e-09,0.25,1.8510664,1.9518499,2.1315463,-6.302026,7.5683336,0.5647898706896498,0.15126050420168058,0.2425915948275906,0.09803921568627441,1.0653360512104424,0.24473684143922214,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
RAD54B,0.7836538461538461,0.21634615384615385,1.2870876775749576,6.2592017e-06,1.7022542e-06,3.0008365e-09,0.25,1.6637235,1.6747961,1.7672746,-5.093093,7.5810223,0.028825431034482683,0.0056022408963585435,0.026131465517241305,0.0056022408963585435,0.04275885725121372,0.007763582803460008,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
RFC4,0.7762419871794872,0.22375801282051277,1.2438991109096915,6.181469e-05,2.6167207e-05,3.0008365e-09,0.25,1.3279973,1.4603195,1.4796054,-5.249259,5.5227785,0.27922952586207117,0.09943977591036408,0.17093211206896838,0.07703081232492995,0.4311317437416015,0.13628039095555683,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
BRIP1,0.7431891025641025,0.25681089743589747,1.0626104926372342,3.99838e-06,1.6627367e-06,3.0008365e-09,0.25,1.5139855,1.5580654,2.120479,-6.6706657,9.876818,0.026400862068965462,0.011204481792717087,0.022225215517241322,0.008403361344537815,0.03250418830524154,0.024916228478530235,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
XRCC2,0.6862980769230769,0.31370192307692313,0.7828687850268506,4.757036e-06,1.9973706e-06,3.0008365e-09,0.25,1.1598238,1.1209679,1.8532722,-5.2015915,9.579883,0.04175646551724146,0.00980392156862745,0.036503232758620704,0.00980392156862745,0.05534388995101548,0.013304943880769185,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
RAD54L,0.6750801282051282,0.3249198717948718,0.7312527727072873,1.2449303e-05,6.3371294e-06,3.0008365e-09,0.25,1.0644534,1.1192055,1.9961978,-7.0031347,7.6768064,0.038658405172413854,0.012605042016806723,0.03165409482758612,0.012605042016806723,0.061298654163453134,0.03607508602772263,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
POLE2,0.6518429487179487,0.3481570512820513,0.6271499685720947,8.944889e-06,5.5075147e-06,3.0008365e-09,0.25,0.68336743,0.71901894,1.2519219,-4.0272875,5.5683756,0.05185883620689682,0.019607843137254898,0.04431573275862087,0.018207282913165264,0.07740881011256522,0.04162473707193515,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
EXO1,0.6420272435897436,0.3579727564102564,0.5841738418359191,4.140545e-06,2.3670966e-06,3.0008365e-09,0.25,0.90944886,0.99592304,2.1833699,-8.157923,7.7566624,0.0413523706896552,0.014005602240896359,0.030980603448275766,0.014005602240896359,0.05899669361875385,0.033987754936369796,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
FANCI,0.6260016025641025,0.37399839743589747,0.5151014078650971,1.3676991e-05,8.942399e-06,3.0008365e-09,0.25,0.7254723,0.73237705,1.6679016,-5.718199,6.3197107,0.10344827586206977,0.04621848739495798,0.07354525862069046,0.03781512605042016,0.16771352709045223,0.06212926308992721,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
FEN1,0.6133814102564102,0.38661858974358976,0.46154828475648296,4.8040318e-05,3.246332e-05,3.0008365e-09,0.25,0.6345973,0.7087803,1.6704365,-5.576585,7.4411964,0.23410560344827824,0.1820728291316526,0.13806573275862286,0.11484593837534998,0.3652160990714279,0.2968094125562433,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
RAD51,0.6063701923076923,0.3936298076923077,0.43207977580535295,9.847325e-06,8.032195e-06,3.0008365e-09,0.25,0.56924963,0.6954899,1.6542221,-6.2096786,5.4412355,0.05522629310344855,0.04341736694677872,0.04135237068965529,0.033613445378151245,0.09942952432403473,0.08594397647098265,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
BLM,0.5967548076923077,0.4032451923076923,0.3919615190319845,9.69659e-06,5.8836386e-06,3.0008365e-09,0.25,0.53431344,0.65091133,1.5640681,-6.55212,4.831312,0.0471443965517243,0.019607843137254898,0.038927801724138,0.018207282913165264,0.08224828622912823,0.044068749738661664,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
FANCA,0.5550881410256411,0.4449118589743589,0.2212507165073463,1.6917478e-05,2.637249e-05,3.0008365e-09,0.25,-0.42495522,-0.44396114,1.275441,-5.428562,4.2767744,0.09630926724138023,0.0924369747899159,0.07327586206896632,0.08683473389355736,0.11583185952115005,0.16059965770740633,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
CDC25A,0.546073717948718,0.45392628205128205,0.1848191669510636,1.973963e-06,1.500891e-06,3.0008365e-09,0.25,0.4520118,0.47545052,1.9284488,-6.16765,7.5163326,0.0099676724137931,0.008403361344537815,0.009563577586206894,0.008403361344537815,0.011353842383066425,0.012119067765848045,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
H2AFX,0.5402644230769231,0.45973557692307687,0.16140719740290577,5.3964137e-05,4.1800715e-05,3.0008365e-09,0.25,0.3239661,0.36329842,1.3752162,-4.7595406,4.7561045,0.23908943965517535,0.32212885154061566,0.15086206896551968,0.18487394957983153,0.3419836328563242,0.45466323213136944,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
BRCA1,0.5278445512820513,0.4721554487179487,0.11149355580483811,1.1623238e-05,8.6131e-06,3.0008365e-09,0.25,0.32129756,0.36445904,1.7146707,-6.889242,7.035124,0.09226831896551792,0.04061624649859944,0.0666756465517248,0.03781512605042016,0.11451302353592634,0.052797708450952226,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
CDC25C,0.5258413461538461,0.47415865384615385,0.1034575634388959,6.259338e-06,5.049402e-06,3.0008365e-09,0.25,0.35354736,0.38848114,2.0227969,-7.261198,6.5454025,0.04108297413793112,0.019607843137254898,0.02990301724137922,0.01680672268907563,0.0703278003465587,0.021498761937224713,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
FANCD2,0.5244391025641025,0.47556089743589747,0.09783436934042156,4.876905e-06,6.3767807e-06,3.0008365e-09,0.25,-0.3284657,-0.3389473,1.6434131,-6.735651,5.626894,0.03838900862068971,0.0392156862745098,0.033539870689655124,0.02941176470588234,0.055742164925466214,0.04397314719189374,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
RRM2,0.5108173076923077,0.4891826923076923,0.04327598261603216,4.971855e-05,5.0720264e-05,3.0008365e-09,0.25,0.18313123,0.29740906,2.2443614,-9.293225,6.5512724,0.2289870689655185,0.2226890756302521,0.08970905172413908,0.07422969187675069,0.44173274042784977,0.37505600657741506,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
POLQ,0.48096955128205127,0.5190304487179487,-0.07615858281621235,4.2941037e-06,3.154992e-06,3.0008365e-09,0.25,0.14327283,0.16261387,2.1625655,-7.635357,7.2742615,0.015490301724137909,0.018207282913165264,0.013469827586206877,0.018207282913165264,0.020717238520384828,0.03540990033247901,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
TYMS,0.476963141025641,0.523036858974359,-0.09221272036539707,5.4338714e-05,6.610162e-05,3.0008365e-09,0.25,-0.17553453,-0.13625717,1.9076444,-6.4705667,5.730857,0.2669719827586219,0.34173669467787104,0.1330818965517262,0.09803921568627441,0.41144852280305266,0.4473930917421821,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
FANCB,0.4621394230769231,0.5378605769230769,-0.15173274572289863,4.729055e-06,4.3750356e-06,3.0008365e-09,0.25,0.08819431,0.085585594,1.9546281,-6.7334585,6.87691,0.026670258620689585,0.025210084033613436,0.024245689655172348,0.025210084033613436,0.04650415340813736,0.05155749989953994,False,Cancer cells_vs_Langerhans cells,Cancer cells,Langerhans cells
CHEK1,0.9709535256410257,0.02904647435897434,3.5093811594481537,1.3720904e-05,1.5554591e-06,3.0551157e-09,0.25,3.2646778,3.3257198,1.5027764,-3.2827988,8.412746,0.08647629310344906,0.020477815699658706,0.07139008620689731,0.018771331058020476,0.12890108234517808,0.028007574527576764,True,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
TTK,0.9705528846153846,0.02944711538461542,3.4952696082577557,1.3264892e-05,1.3104495e-06,3.0551157e-09,0.25,3.225761,3.096527,1.7829397,-2.8173504,11.76622,0.10627693965517294,0.0017064846416382253,0.056438577586207336,0.0017064846416382253,0.19563609150253208,0.0029652209237849268,True,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
NEIL3,0.9509214743589743,0.04907852564102566,2.964009714767625,4.251128e-06,2.1479576e-07,3.0551157e-09,0.25,4.1710825,4.1130705,2.494081,-5.9960766,16.626106,0.024784482758620635,0.0,0.020339439655172365,0.0,0.03403552789641303,0.0,True,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
RAD54L,0.9026442307692307,0.09735576923076927,2.2269564054542133,1.2290271e-05,1.9597894e-06,3.0551157e-09,0.25,2.5708473,2.596282,1.854043,-5.3300257,8.799286,0.038658405172413854,0.011945392491467576,0.03165409482758612,0.006825938566552901,0.061298654163453134,0.007640274985943786,True,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
BRIP1,0.8908253205128205,0.10917467948717952,2.0991991154766714,3.9104875e-06,6.139426e-07,3.0551157e-09,0.25,2.5841405,2.6565676,1.9373194,-6.5536766,9.701062,0.026400862068965462,0.0017064846416382253,0.022225215517241322,0.0017064846416382253,0.03250418830524154,0.0027143067307749728,True,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
EME1,0.882011217948718,0.11798878205128205,2.011615148688075,2.5410743e-06,5.2163057e-07,3.0551157e-09,0.25,2.1157286,2.0293903,1.6611189,-3.697506,8.810757,0.019531249999999955,0.0017064846416382253,0.01831896551724134,0.0017064846416382253,0.026556511718484114,0.0018251172637841978,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
UBE2T,0.8727964743589743,0.12720352564102566,1.925913960068005,6.835306e-05,1.0033286e-05,3.0551157e-09,0.25,2.3591444,2.3558378,1.8749363,-4.452627,9.565038,0.5647898706896498,0.03924914675767918,0.2425915948275906,0.029010238907849834,1.0653360512104424,0.06799158436646816,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
POLE2,0.8563701923076923,0.1436298076923077,1.7854634828250047,9.010119e-06,3.2980554e-06,3.0551157e-09,0.25,1.3981423,1.4375534,1.1767467,-4.1915836,6.543786,0.05185883620689682,0.008532423208191127,0.04431573275862087,0.006825938566552901,0.07740881011256522,0.004719234436882326,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
FEN1,0.8455528846153846,0.15444711538461542,1.700138919298671,4.8632963e-05,1.43881025e-05,3.0551157e-09,0.25,1.7784183,1.835321,1.5895787,-6.208273,8.033836,0.23410560344827824,0.05802047781569965,0.13806573275862286,0.039249146757679175,0.3652160990714279,0.06969366929397598,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
XRCC2,0.8353365384615384,0.16466346153846156,1.6239308709779647,4.853049e-06,1.0405835e-06,3.0551157e-09,0.25,1.970567,1.9608078,1.8072934,-5.2219524,9.867936,0.04175646551724146,0.0034129692832764505,0.036503232758620704,0.0034129692832764505,0.05534388995101548,0.0027599065156881228,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
EXO1,0.8159054487179487,0.18409455128205132,1.4888489432291359,4.111302e-06,8.3448987e-07,3.0551157e-09,0.25,1.8664273,1.8937292,1.8612947,-7.5515184,9.957843,0.0413523706896552,0.0,0.030980603448275766,0.0,0.05899669361875385,0.0,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
RFC4,0.8020833333333334,0.19791666666666663,1.3993664046284615,6.3955966e-05,2.0648282e-05,3.0551157e-09,0.25,1.6018531,1.6002216,1.5798564,-4.005147,7.7262907,0.27922952586207117,0.040955631399317405,0.17093211206896838,0.03583617747440273,0.4311317437416015,0.07854168369714878,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
RAD54B,0.7954727564102564,0.2045272435897436,1.358235376644486,6.246629e-06,1.4701565e-06,3.0551157e-09,0.25,1.7191037,1.6343946,1.7388504,-4.6022015,9.927503,0.028825431034482683,0.0017064846416382253,0.026131465517241305,0.0017064846416382253,0.04275885725121372,0.0008494622139669598,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
CDC25A,0.7772435897435898,0.22275641025641024,1.2496749257806856,1.9227043e-06,6.373573e-07,3.0551157e-09,0.25,1.5659614,1.5083475,1.827581,-7.333929,8.585418,0.0099676724137931,0.005119453924914676,0.009563577586206894,0.005119453924914676,0.011353842383066425,0.0034994984088909473,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
BRCA1,0.7552083333333334,0.24479166666666663,1.1265861131008323,1.186619e-05,3.7632092e-06,3.0551157e-09,0.25,1.2963712,1.3151503,1.6173346,-5.5030355,9.631264,0.09226831896551792,0.018771331058020476,0.0666756465517248,0.015358361774744025,0.11451302353592634,0.019554596241217227,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
RAD51,0.7471955128205128,0.2528044871794872,1.0837104433638214,9.860234e-06,4.3536897e-06,3.0551157e-09,0.25,1.1916786,1.1707335,1.5313941,-6.31721,8.009366,0.05522629310344855,0.0034129692832764505,0.04135237068965529,0.0034129692832764505,0.09942952432403473,0.0034168387838273144,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
CDC25C,0.702323717948718,0.29767628205128205,0.8583878208483846,6.0597786e-06,1.8901236e-06,3.0551157e-09,0.25,1.3103522,1.2165613,1.8609926,-5.83078,9.441781,0.04108297413793112,0.0,0.02990301724137922,0.0,0.0703278003465587,0.0,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
RRM2,0.7003205128205128,0.2996794871794872,0.848824559151196,5.019866e-05,1.8374945e-05,3.0551157e-09,0.25,1.2405905,1.2507963,1.9871849,-7.8611126,7.499956,0.2289870689655185,0.032423208191126277,0.08970905172413908,0.010238907849829351,0.44173274042784977,0.029834320433732995,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
POLQ,0.6756810897435898,0.32431891025641024,0.7339938653500491,4.1773587e-06,1.3022145e-06,3.0551157e-09,0.25,1.1337224,1.1495113,2.0600219,-6.3681707,11.347483,0.015490301724137909,0.0017064846416382253,0.013469827586206877,0.0017064846416382253,0.020717238520384828,0.0017261628986832138,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
H2AFX,0.6720753205128205,0.3279246794871795,0.7175864564191246,5.352414e-05,2.8966679e-05,3.0551157e-09,0.25,0.8192606,0.8695822,1.3655684,-3.9853897,5.400296,0.23908943965517535,0.09897610921501701,0.15086206896551968,0.07679180887372009,0.3419836328563242,0.18771634841755694,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
FANCI,0.6674679487179487,0.3325320512820513,0.6967551068458483,1.3665941e-05,6.1985243e-06,3.0551157e-09,0.25,0.9975458,0.9100008,1.5700542,-4.4774723,7.95609,0.10344827586206977,0.01706484641638225,0.07354525862069046,0.0136518771331058,0.16771352709045223,0.0340096401963961,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
FANCA,0.6326121794871795,0.3673878205128205,0.5434395305874578,1.6657166e-05,3.478728e-05,3.0551157e-09,0.25,-0.6930991,-0.72443914,1.3026791,-5.069316,5.1422234,0.09630926724138023,0.027303754266211608,0.07327586206896632,0.02559726962457338,0.11583185952115005,0.07184150303956958,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
TYMS,0.6031650641025641,0.3968349358974359,0.41867047316299844,5.520978e-05,2.9768515e-05,3.0551157e-09,0.25,0.713961,0.72311354,1.7656803,-6.2089453,7.7910013,0.2669719827586219,0.049488054607508526,0.1330818965517262,0.01706484641638225,0.41144852280305266,0.03591878140648816,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
FANCB,0.5278445512820513,0.4721554487179487,0.11149355580483811,4.5856405e-06,2.7168621e-06,3.0551157e-09,0.25,0.45921418,0.38349724,1.7628102,-6.510971,7.025834,0.026670258620689585,0.010238907849829351,0.024245689655172348,0.008532423208191127,0.04650415340813736,0.012888492391991777,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
BLM,0.5044070512820513,0.4955929487179487,0.01762866129926799,9.710923e-06,6.82454e-06,3.0551157e-09,0.25,0.22065265,0.2623558,1.5325825,-5.1745625,5.405735,0.0471443965517243,0.02218430034129693,0.038927801724138,0.020477815699658702,0.08224828622912823,0.04895729393199155,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
FANCD2,0.4941907051282051,0.5058092948717949,-0.023238224715297462,4.822728e-06,4.883643e-06,3.0551157e-09,0.25,-0.15807109,-0.22618484,1.5397418,-5.8423615,6.879739,0.03838900862068971,0.02559726962457338,0.033539870689655124,0.023890784982935155,0.055742164925466214,0.041407261939081674,False,Cancer cells_vs_Dendritic cells,Cancer cells,Dendritic cells
CHEK1,0.9921875,0.0078125,4.84418581653815,1.4141344e-05,9.2645e-07,2.9402918e-09,0.25,3.874964,3.879334,1.3970264,-2.3643055,8.3693905,0.08647629310344906,0.0,0.07139008620689731,0.0,0.12890108234517808,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
POLE2,0.9885817307692307,0.011418269230769273,4.461055818359439,9.158432e-06,1.1018479e-06,2.9402918e-09,0.25,2.943528,2.9258537,1.1900935,-1.992693,7.56341,0.05185883620689682,0.0,0.04431573275862087,0.0,0.07740881011256522,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
FEN1,0.9797676282051282,0.020232371794871806,3.8800310596472953,5.0185445e-05,4.8002485e-06,2.9402918e-09,0.25,3.1425896,3.0904617,1.4602094,-3.1961594,9.140247,0.23410560344827824,0.0041928721174004195,0.13806573275862286,0.0041928721174004195,0.3652160990714279,0.008900067636034868,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
RAD54L,0.9719551282051282,0.028044871794871806,3.545503501171812,1.2602971e-05,9.684263e-07,2.9402918e-09,0.25,3.2818277,3.2306185,1.6555837,-3.6134443,8.409535,0.038658405172413854,0.0020964360587002098,0.03165409482758612,0.0020964360587002098,0.061298654163453134,0.011151255631384095,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
UBE2T,0.9663461538461539,0.033653846153846145,3.3573944722092084,7.03018e-05,4.4180983e-06,2.9402918e-09,0.25,3.3764644,3.3947206,1.6834142,-1.9371815,8.629771,0.5647898706896498,0.012578616352201259,0.2425915948275906,0.008385744234800839,1.0653360512104424,0.04535351547586988,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
EME1,0.9605368589743589,0.03946314102564108,3.19212501558941,2.5960128e-06,3.2316424e-07,2.9402918e-09,0.25,2.6764789,2.5843992,1.4783639,-2.120554,7.87146,0.019531249999999955,0.0,0.01831896551724134,0.0,0.026556511718484114,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
RAD54B,0.9521233974358975,0.04787660256410253,2.9900675263150687,6.4436813e-06,6.251954e-07,2.9402918e-09,0.25,2.9000642,2.8352346,1.6279081,-3.048788,9.57222,0.028825431034482683,0.0,0.026131465517241305,0.0,0.04275885725121372,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
BRIP1,0.9268830128205128,0.07311698717948723,2.539766509346242,4.0912146e-06,4.45858e-07,2.9402918e-09,0.25,2.9479542,2.9231215,1.8444078,-3.4167957,9.708061,0.026400862068965462,0.0,0.022225215517241322,0.0,0.03250418830524154,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
EXO1,0.9164663461538461,0.08353365384615385,2.3952756471100725,4.242283e-06,4.2776335e-07,2.9402918e-09,0.25,2.6391444,2.6292677,1.7178196,-3.6686554,8.8097105,0.0413523706896552,0.0,0.030980603448275766,0.0,0.05899669361875385,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
TYMS,0.9104567307692307,0.08954326923076927,2.319224311303662,5.6160578e-05,8.265381e-06,2.9402918e-09,0.25,2.4670217,2.4570417,1.6874185,-3.7169714,8.45651,0.2669719827586219,0.0041928721174004195,0.1330818965517262,0.0041928721174004195,0.41144852280305266,0.04218608173703577,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
NEIL3,0.9100560897435898,0.08994391025641024,2.3143198778250884,4.356032e-06,3.178781e-07,2.9402918e-09,0.25,3.0829782,3.0125036,2.0885444,-5.3340664,10.383608,0.024784482758620635,0.0,0.020339439655172365,0.0,0.03403552789641303,0.0,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
XRCC2,0.9048477564102564,0.09515224358974361,2.2522884375768144,4.942848e-06,6.90442e-07,2.9402918e-09,0.25,2.3657265,2.3300543,1.6257991,-3.4590282,8.065901,0.04175646551724146,0.0020964360587002098,0.036503232758620704,0.0020964360587002098,0.05534388995101548,0.006135311848698302,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
RFC4,0.8942307692307693,0.10576923076923073,2.1347041369922315,6.5509535e-05,1.5595366e-05,2.9402918e-09,0.25,1.8381653,1.8913999,1.2202799,-3.2692204,5.656,0.27922952586207117,0.008385744234800839,0.17093211206896838,0.008385744234800839,0.4311317437416015,0.023705452935857026,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
BRCA1,0.8858173076923077,0.11418269230769229,2.0487109242988617,1.2078853e-05,2.1196163e-06,2.9402918e-09,0.25,2.024035,2.0152311,1.4780499,-4.045082,7.703682,0.09226831896551792,0.0020964360587002098,0.0666756465517248,0.0020964360587002098,0.11451302353592634,0.0036033620809560155,True,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
RRM2,0.8822115384615384,0.11778846153846156,2.0135414763811377,5.1394756e-05,6.2755166e-06,2.9402918e-09,0.25,2.4100838,2.3762474,1.8325802,-4.0846405,8.064025,0.2289870689655185,0.0041928721174004195,0.08970905172413908,0.0041928721174004195,0.44173274042784977,0.021235288562875355,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
RAD51,0.8649839743589743,0.13501602564102566,1.8573174376580743,9.892596e-06,2.5524241e-06,2.9402918e-09,0.25,1.6318876,1.6284771,1.2783124,-3.5205555,5.8888073,0.05522629310344855,0.0,0.04135237068965529,0.0,0.09942952432403473,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
TTK,0.8637820512820513,0.13621794871794868,1.8470642525839134,1.35475375e-05,2.760134e-06,2.9402918e-09,0.25,1.855123,1.790267,1.4825166,-3.7200165,7.2111807,0.10627693965517294,0.0,0.056438577586207336,0.0,0.19563609150253208,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
CDC25A,0.8511618589743589,0.14883814102564108,1.7437428399586217,1.9844108e-06,4.2697846e-07,2.9402918e-09,0.25,1.7719746,1.7408686,1.5177635,-3.524788,7.551628,0.0099676724137931,0.0,0.009563577586206894,0.0,0.011353842383066425,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
FANCI,0.8145032051282052,0.18549679487179482,1.4795407179102495,1.4090682e-05,3.983518e-06,2.9402918e-09,0.25,1.434309,1.3641825,1.3188292,-4.1711807,6.522807,0.10344827586206977,0.0,0.07354525862069046,0.0,0.16771352709045223,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
CDC25C,0.7588141025641025,0.24118589743589747,1.1461888001538674,6.2083323e-06,1.542557e-06,2.9402918e-09,0.25,1.4231023,1.3251829,1.6429327,-5.2370987,7.5282755,0.04108297413793112,0.0,0.02990301724137922,0.0,0.0703278003465587,0.0,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
H2AFX,0.7073317307692307,0.2926682692307693,0.8824599641469475,5.3454507e-05,2.2344153e-05,2.9402918e-09,0.25,0.89882046,0.82829046,1.1365266,-2.9129505,5.0466433,0.23908943965517535,0.03773584905660378,0.15086206896551968,0.03144654088050316,0.3419836328563242,0.15062679870574722,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
POLQ,0.6820913461538461,0.31790865384615385,0.7633994812624204,4.4135904e-06,1.1714297e-06,2.9402918e-09,0.25,1.1177309,1.1163521,1.890342,-5.0664024,8.21895,0.015490301724137909,0.0020964360587002098,0.013469827586206877,0.0020964360587002098,0.020717238520384828,0.0036033620809560155,False,Cancer cells_vs_Granulocytes,Cancer cells,Granulocytes
