,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
H2AFX,0.4781650641025641,0.5218349358974359,-0.08739532609850487,5.331876e-05,4.7674093e-05,3.7609387e-09,0.25,-0.12855335,-0.19432735,1.0833607,-3.941248,4.705056,0.23908943965517535,0.05773059057730595,0.15086206896551968,0.05043132050431325,0.3419836328563242,0.18379347873902313,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
BRCA1,0.4755608974358974,0.5244391025641026,-0.09783436934042189,1.1848986e-05,9.9750305e-06,3.7609387e-09,0.25,-0.15234162,-0.15100956,1.6233482,-6.2156143,6.74895,0.09226831896551792,0.012607830126078298,0.0666756465517248,0.011944260119442598,0.11451302353592634,0.046938155108701966,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
FANCI,0.44811698717948717,0.5518830128205128,-0.20828175590106635,1.3429746e-05,9.656011e-06,3.7609387e-09,0.25,0.11586403,0.07884693,1.3806151,-5.306183,5.6943674,0.10344827586206977,0.006635700066357002,0.07354525862069046,0.006635700066357002,0.16771352709045223,0.03210844301608029,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
TTK,0.44751602564102566,0.5524839743589743,-0.21071207447860518,1.3034216e-05,9.984289e-06,3.7609387e-09,0.25,0.029230589,-0.04380703,1.5766176,-5.1579523,6.7108135,0.10627693965517294,0.0013271400132714001,0.056438577586207336,0.0006635700066357001,0.19563609150253208,0.00524561270067747,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
BLM,0.44471153846153844,0.5552884615384616,-0.2220618809656405,9.619437e-06,8.209387e-06,3.7609387e-09,0.25,-0.014569011,0.057727814,1.4453002,-7.0146055,4.3234844,0.0471443965517243,0.0026542800265428003,0.038927801724138,0.0026542800265428003,0.08224828622912823,0.006671104530256293,False,Cancer cells_vs_Endothelial cell,Cancer cells,Endothelial cell
CHEK1,0.9665464743589743,0.03345352564102566,3.3635719127803334,1.3856574e-05,1.704872e-06,3.0811194e-09,0.25,3.1389723,3.2082338,1.5028971,-3.2462006,8.494613,0.08647629310344906,0.00738007380073801,0.07139008620689731,0.0059040590405904075,0.12890108234517808,0.009659411491145195,True,Cancer cells_vs_B cells,Cancer cells,B cells
TTK,0.9525240384615384,0.047475961538461564,2.9988916337098925,1.3370847e-05,1.4313221e-06,3.0811194e-09,0.25,2.918144,2.8885918,1.6434777,-4.0013647,9.396292,0.10627693965517294,0.0046740467404674056,0.056438577586207336,0.0046740467404674056,0.19563609150253208,0.008147771816444261,True,Cancer cells_vs_B cells,Cancer cells,B cells
NEIL3,0.9439102564102564,0.05608974358974361,2.8230779544707016,4.3341756e-06,2.8223823e-07,3.0811194e-09,0.25,3.9333954,3.9227648,2.321395,-5.768694,11.58244,0.024784482758620635,0.0014760147601476012,0.020339439655172365,0.0014760147601476012,0.03403552789641303,0.004222307785641841,True,Cancer cells_vs_B cells,Cancer cells,B cells
RAD54L,0.9238782051282052,0.07612179487179482,2.496245508124044,1.2263269e-05,1.4593262e-06,3.0811194e-09,0.25,2.8001375,2.7992878,1.8119354,-4.895665,8.586057,0.038658405172413854,0.002214022140221402,0.03165409482758612,0.0019680196801968018,0.061298654163453134,0.002306473006356271,True,Cancer cells_vs_B cells,Cancer cells,B cells
POLE2,0.9106570512820513,0.08934294871794868,2.3216839514452627,9.0527055e-06,2.2919066e-06,3.0811194e-09,0.25,2.0484238,2.0841627,1.3461697,-3.3153553,6.297908,0.05185883620689682,0.0059040590405904075,0.04431573275862087,0.0059040590405904075,0.07740881011256522,0.011189106508337435,True,Cancer cells_vs_B cells,Cancer cells,B cells
RAD54B,0.8866185897435898,0.11338141025641024,2.0566573654887432,6.1699984e-06,9.958947e-07,3.0811194e-09,0.25,2.420178,2.3811998,1.7993848,-4.113659,8.936532,0.028825431034482683,0.0024600246002460025,0.026131465517241305,0.0024600246002460025,0.04275885725121372,0.004324701542268881,False,Cancer cells_vs_B cells,Cancer cells,B cells
UBE2T,0.8796073717948718,0.1203926282051282,1.988717264333658,6.906649e-05,9.924415e-06,3.0811194e-09,0.25,2.3946633,2.4385076,1.825062,-4.8406076,8.235854,0.5647898706896498,0.040836408364083594,0.2425915948275906,0.03345633456334562,1.0653360512104424,0.10737983356859915,False,Cancer cells_vs_B cells,Cancer cells,B cells
FEN1,0.8697916666666666,0.13020833333333337,1.899117922245563,4.776512e-05,1.2008792e-05,3.0811194e-09,0.25,2.0439007,2.037077,1.6394274,-5.6678543,7.368106,0.23410560344827824,0.03788437884378838,0.13806573275862286,0.030258302583025844,0.3652160990714279,0.08590449728816486,False,Cancer cells_vs_B cells,Cancer cells,B cells
XRCC2,0.8621794871794872,0.13782051282051277,1.8335112029486533,4.8733395e-06,1.0103975e-06,3.0811194e-09,0.25,2.2733448,2.2344627,1.939112,-4.898714,9.380716,0.04175646551724146,0.002706027060270603,0.036503232758620704,0.002706027060270603,0.05534388995101548,0.002655887284758791,False,Cancer cells_vs_B cells,Cancer cells,B cells
FANCI,0.8525641025641025,0.14743589743589747,1.7548548561958424,1.3629116e-05,3.4511822e-06,3.0811194e-09,0.25,1.9245629,1.916007,1.608436,-4.3642273,7.2469397,0.10344827586206977,0.008610086100861012,0.07354525862069046,0.008364083640836411,0.16771352709045223,0.01979916617267932,False,Cancer cells_vs_B cells,Cancer cells,B cells
CDC25C,0.8421474358974359,0.1578525641025641,1.6742935906631162,6.1420055e-06,1.2289042e-06,3.0811194e-09,0.25,2.3820584,2.3713846,2.0801215,-5.8834877,8.936399,0.04108297413793112,0.002952029520295203,0.02990301724137922,0.0024600246002460025,0.0703278003465587,0.0016755264852341863,False,Cancer cells_vs_B cells,Cancer cells,B cells
EXO1,0.8361378205128205,0.16386217948717952,1.6297677019672567,4.0927534e-06,7.454101e-07,3.0811194e-09,0.25,2.1050823,2.1358232,1.9162599,-5.4233456,8.9330635,0.0413523706896552,0.002706027060270603,0.030980603448275766,0.0017220172201722014,0.05899669361875385,0.006143766992085277,False,Cancer cells_vs_B cells,Cancer cells,B cells
RRM2,0.8257211538461539,0.17427884615384615,1.5556005045330923,4.9483686e-05,1.2687745e-05,3.0811194e-09,0.25,2.1436183,2.2518654,2.1254756,-6.8479605,9.11687,0.2289870689655185,0.06223862238622378,0.08970905172413908,0.01599015990159902,0.44173274042784977,0.04666105217290695,False,Cancer cells_vs_B cells,Cancer cells,B cells
EME1,0.8163060897435898,0.18369391025641024,1.4915185112304206,2.584312e-06,7.1052335e-07,3.0811194e-09,0.25,2.0433307,1.9352589,1.9253944,-3.9844074,8.663836,0.019531249999999955,0.0009840098400984009,0.01831896551724134,0.0009840098400984009,0.026556511718484114,0.0033224808407583714,False,Cancer cells_vs_B cells,Cancer cells,B cells
TYMS,0.8127003205128205,0.18729967948717952,1.4676524928320458,5.4083095e-05,1.4829021e-05,3.0811194e-09,0.25,1.7469891,1.7782402,1.7518169,-5.8000116,8.026569,0.2669719827586219,0.035916359163591635,0.1330818965517262,0.016482164821648222,0.41144852280305266,0.040731942744923574,False,Cancer cells_vs_B cells,Cancer cells,B cells
RAD51,0.7906650641025641,0.2093349358974359,1.3289388761411824,9.800654e-06,3.7099696e-06,3.0811194e-09,0.25,1.4198858,1.3876619,1.4926038,-4.513339,6.807642,0.05522629310344855,0.008610086100861012,0.04135237068965529,0.006642066420664209,0.09942952432403473,0.008203669875058462,False,Cancer cells_vs_B cells,Cancer cells,B cells
CDC25A,0.7678285256410257,0.23217147435897434,1.196090191992932,1.9177241e-06,5.439593e-07,3.0811194e-09,0.25,1.6661377,1.5494318,1.9026631,-5.5091686,8.20146,0.0099676724137931,0.0017220172201722014,0.009563577586206894,0.0017220172201722014,0.011353842383066425,0.001065436923495889,False,Cancer cells_vs_B cells,Cancer cells,B cells
BRCA1,0.7502003205128205,0.24979967948717952,1.09968092356898,1.1862992e-05,3.873621e-06,3.0811194e-09,0.25,1.5151439,1.4252281,1.8966321,-5.558527,10.072812,0.09226831896551792,0.009348093480934813,0.0666756465517248,0.008118081180811811,0.11451302353592634,0.023842716259214053,False,Cancer cells_vs_B cells,Cancer cells,B cells
BRIP1,0.7427884615384616,0.25721153846153844,1.0605124170201186,4.0225955e-06,1.2922983e-06,3.0811194e-09,0.25,1.5599395,1.4871969,2.0595605,-5.506544,8.860537,0.026400862068965462,0.003690036900369004,0.022225215517241322,0.003444034440344404,0.03250418830524154,0.00870553901562841,False,Cancer cells_vs_B cells,Cancer cells,B cells
POLQ,0.7247596153846154,0.2752403846153846,0.9681951706387473,4.3259815e-06,1.254109e-06,3.0811194e-09,0.25,1.5567542,1.5581808,2.2251158,-6.825836,9.694047,0.015490301724137909,0.0014760147601476012,0.013469827586206877,0.001230012300123001,0.020717238520384828,0.0006109959010724519,False,Cancer cells_vs_B cells,Cancer cells,B cells
RFC4,0.6939102564102564,0.3060897435897436,0.8184642816967888,6.3406056e-05,3.1483396e-05,3.0811194e-09,0.25,1.3442786,1.0921803,1.9044442,-3.8573427,7.877307,0.27922952586207117,0.03690036900369,0.17093211206896838,0.03271832718327183,0.4311317437416015,0.14676324587914896,False,Cancer cells_vs_B cells,Cancer cells,B cells
FANCB,0.6600560897435898,0.33994391025641024,0.6635441674359916,4.6413757e-06,1.9406523e-06,3.0811194e-09,0.25,1.0077866,0.9959688,1.7994655,-5.8116913,6.6619425,0.026670258620689585,0.005412054120541207,0.024245689655172348,0.0046740467404674056,0.04650415340813736,0.011569537729094618,False,Cancer cells_vs_B cells,Cancer cells,B cells
H2AFX,0.6462339743589743,0.35376602564102566,0.6025258647282501,5.3504657e-05,2.6418027e-05,3.0811194e-09,0.25,0.9537921,0.774364,1.4696518,-4.2250957,6.8920956,0.23908943965517535,0.060762607626076014,0.15086206896551968,0.05141451414514119,0.3419836328563242,0.20184170489376685,False,Cancer cells_vs_B cells,Cancer cells,B cells
FANCA,0.6256009615384616,0.37439903846153844,0.5133905391026761,1.6731196e-05,8.605277e-05,3.0811194e-09,0.25,-0.67391765,-0.8662672,1.9549832,-7.445035,6.087264,0.09630926724138023,0.030504305043050444,0.07327586206896632,0.02779827798277984,0.11583185952115005,0.10437513266066764,False,Cancer cells_vs_B cells,Cancer cells,B cells
BLM,0.5502804487179487,0.4497195512820513,0.2018038818553909,9.711682e-06,6.407668e-06,3.0811194e-09,0.25,0.46651953,0.47398567,1.6400743,-4.8816223,5.790618,0.0471443965517243,0.01377613776137762,0.038927801724138,0.013038130381303819,0.08224828622912823,0.05129402131743897,False,Cancer cells_vs_B cells,Cancer cells,B cells
FANCD2,0.4675480769230769,0.5324519230769231,-0.12999042381955306,4.9324185e-06,5.494679e-06,3.0811194e-09,0.25,0.45937777,-0.05352497,2.5306451,-6.9769745,9.6779785,0.03838900862068971,0.014760147601476021,0.033539870689655124,0.01426814268142682,0.055742164925466214,0.07195802861586913,False,Cancer cells_vs_B cells,Cancer cells,B cells
NEIL3,0.9933894230769231,0.006610576923076872,5.012450322363078,4.523729e-06,4.2725095e-08,2.950028e-09,0.25,6.791233,6.8576756,2.3504279,-2.7317257,14.459545,0.024784482758620635,0.0,0.020339439655172365,0.0,0.03403552789641303,0.0,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
EXO1,0.9803685897435898,0.019631410256410242,3.9107972661446655,4.173353e-06,1.9239681e-07,2.950028e-09,0.25,4.1593585,4.152891,1.852539,-3.6220398,10.415661,0.0413523706896552,0.0,0.030980603448275766,0.0,0.05899669361875385,0.0,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
RAD51,0.9793669871794872,0.020633012820512775,3.860013599899612,1.0010751e-05,9.713438e-07,2.950028e-09,0.25,3.238843,3.2720594,1.3650919,-2.6146479,7.9234953,0.05522629310344855,0.0016313213703099511,0.04135237068965529,0.0016313213703099511,0.09942952432403473,0.009607310779210548,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
XRCC2,0.9731570512820513,0.026842948717948678,3.5905419473497977,4.9662494e-06,3.586528e-07,2.950028e-09,0.25,3.6709642,3.588416,1.841629,-3.3509045,11.4962435,0.04175646551724146,0.0,0.036503232758620704,0.0,0.05534388995101548,0.0,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
RAD54L,0.9705528846153846,0.02944711538461542,3.4952696082577557,1.2516663e-05,7.7449516e-07,2.950028e-09,0.25,3.7054846,3.7295284,1.7716306,-3.4368,9.276279,0.038658405172413854,0.0016313213703099511,0.03165409482758612,0.0016313213703099511,0.061298654163453134,0.0017012424343622393,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
CHEK1,0.9561298076923077,0.04387019230769229,3.0816583697030473,1.3852299e-05,2.2376175e-06,2.950028e-09,0.25,2.6596742,2.6911983,1.4236541,-4.2549953,7.8723993,0.08647629310344906,0.004893964110929854,0.07139008620689731,0.004893964110929854,0.12890108234517808,0.015866008991651123,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
TTK,0.9479166666666666,0.05208333333333337,2.9014214126322178,1.391486e-05,1.6069552e-06,2.950028e-09,0.25,2.7444956,2.6602983,1.6206282,-2.229435,9.049499,0.10627693965517294,0.0,0.056438577586207336,0.0,0.19563609150253208,0.0,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
UBE2T,0.946113782051282,0.05388621794871795,2.8654879152876402,7.025636e-05,5.8080454e-06,2.950028e-09,0.25,2.9908962,2.9847846,1.6781603,-3.9901247,7.8572884,0.5647898706896498,0.019575856443719414,0.2425915948275906,0.01468189233278956,1.0653360512104424,0.04837268459442183,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
POLE2,0.9264823717948718,0.0735176282051282,2.53386967666368,9.115716e-06,2.0544887e-06,2.950028e-09,0.25,2.0019674,1.9834595,1.2267249,-2.509447,6.124138,0.05185883620689682,0.0032626427406199023,0.04431573275862087,0.0032626427406199023,0.07740881011256522,0.0038495694964985473,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
EME1,0.9106570512820513,0.08934294871794868,2.3216839514452627,2.630304e-06,4.4806393e-07,2.950028e-09,0.25,2.381036,2.2955437,1.631615,-3.1171703,7.614543,0.019531249999999955,0.0,0.01831896551724134,0.0,0.026556511718484114,0.0,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
CDC25C,0.9082532051282052,0.09174679487179482,2.2924905489678085,6.3328166e-06,8.374116e-07,2.950028e-09,0.25,2.3443599,2.2983084,1.6297545,-3.4298992,8.614254,0.04108297413793112,0.0016313213703099511,0.02990301724137922,0.0016313213703099511,0.0703278003465587,0.0017053328144574023,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
BRIP1,0.9068509615384616,0.09314903846153844,2.27577724552094,4.1856224e-06,5.419035e-07,2.950028e-09,0.25,2.8546398,2.7553988,2.0419793,-4.2081776,11.06206,0.026400862068965462,0.0016313213703099511,0.022225215517241322,0.0016313213703099511,0.03250418830524154,0.0014306071825922573,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
RRM2,0.8952323717948718,0.1047676282051282,2.1453384005894867,5.075327e-05,5.8750165e-06,2.950028e-09,0.25,2.6316807,2.6205392,1.9092158,-5.113018,8.592312,0.2289870689655185,0.013050570962479609,0.08970905172413908,0.008156606851549756,0.44173274042784977,0.029805089941986402,True,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
POLQ,0.8782051282051282,0.1217948717948718,1.9755418759432861,4.453441e-06,5.643138e-07,2.950028e-09,0.25,2.7494817,2.704854,2.1779664,-5.384897,11.0699835,0.015490301724137909,0.0016313213703099511,0.013469827586206877,0.0016313213703099511,0.020717238520384828,0.003261338205337767,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
RAD54B,0.8467548076923077,0.1532451923076923,1.7093719132951486,6.2886033e-06,1.2028138e-06,2.950028e-09,0.25,1.8973757,1.8396482,1.6103351,-4.09746,7.044281,0.028825431034482683,0.0032626427406199023,0.026131465517241305,0.0016313213703099511,0.04275885725121372,0.0028612143651845145,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
BRCA1,0.8245192307692307,0.17548076923076927,1.5472709611595286,1.20714085e-05,2.8524735e-06,2.950028e-09,0.25,1.6755362,1.6714869,1.5767343,-5.004133,8.508165,0.09226831896551792,0.008156606851549756,0.0666756465517248,0.0065252854812398045,0.11451302353592634,0.020691615654677142,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
FEN1,0.8086939102564102,0.19130608974358976,1.4415457404655787,4.8157544e-05,1.4590013e-05,2.950028e-09,0.25,1.4270211,1.4032173,1.3937653,-4.278948,6.7191935,0.23410560344827824,0.024469820554649267,0.13806573275862286,0.021207177814029365,0.3652160990714279,0.08150752497371039,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
RFC4,0.7161458333333334,0.28385416666666663,0.925423194171707,6.175837e-05,3.556487e-05,2.950028e-09,0.25,1.0015413,1.0728235,1.3372148,-4.1822433,5.774476,0.27922952586207117,0.01468189233278956,0.17093211206896838,0.01468189233278956,0.4311317437416015,0.061515616639970495,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
H2AFX,0.7035256410256411,0.2964743589743589,0.8641435684812405,5.4287033e-05,2.2515836e-05,2.950028e-09,0.25,0.9141658,0.8301134,1.151979,-2.5240326,4.8772945,0.23908943965517535,0.07177814029363791,0.15086206896551968,0.06362153344208815,0.3419836328563242,0.2840438035331481,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
FANCB,0.6901041666666666,0.30989583333333337,0.8006063150963517,4.817873e-06,1.6840836e-06,2.950028e-09,0.25,1.2281222,1.0935478,1.8798136,-4.4813404,8.679318,0.026670258620689585,0.0065252854812398045,0.024245689655172348,0.0065252854812398045,0.04650415340813736,0.01733226736172745,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
CDC25A,0.6778846153846154,0.3221153846153846,0.7440672546941997,1.9779957e-06,6.628276e-07,2.950028e-09,0.25,1.1517669,1.0182219,1.7482564,-4.72624,8.191023,0.0099676724137931,0.0016313213703099511,0.009563577586206894,0.0016313213703099511,0.011353842383066425,0.00871898113474052,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
BLM,0.6149839743589743,0.38501602564102566,0.4683112413386467,9.832852e-06,1.3039964e-05,2.950028e-09,0.25,-0.73649967,-0.65387917,1.3919353,-7.049533,3.3781652,0.0471443965517243,0.011419249592169658,0.038927801724138,0.011419249592169658,0.08224828622912823,0.048459084468766345,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
TYMS,0.5939503205128205,0.4060496794871795,0.3803201571887226,5.431762e-05,2.6299209e-05,2.950028e-09,0.25,0.64809495,0.63858414,1.6249518,-6.755725,6.293441,0.2669719827586219,0.05872756933115825,0.1330818965517262,0.021207177814029365,0.41144852280305266,0.09588466249234923,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
FANCD2,0.5342548076923077,0.4657451923076923,0.13723420340725034,5.162542e-06,3.2436371e-06,2.950028e-09,0.25,0.47209182,0.38938236,1.4802406,-4.806679,5.8793554,0.03838900862068971,0.0065252854812398045,0.033539870689655124,0.0065252854812398045,0.055742164925466214,0.01054287239419252,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
FANCI,0.5220352564102564,0.4779647435897436,0.08819815326067804,1.400268e-05,1.3440621e-05,2.950028e-09,0.25,-0.24904346,-0.3289981,1.4109578,-4.5919094,5.738352,0.10344827586206977,0.019575856443719414,0.07354525862069046,0.011419249592169658,0.16771352709045223,0.05091004614041341,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
FANCA,0.4619391025641026,0.5380608974358974,-0.15253867319156034,1.6471025e-05,2.5635105e-05,2.950028e-09,0.25,0.07938928,0.11268997,1.3408666,-5.5351257,4.5292635,0.09630926724138023,0.016313213703099513,0.07327586206896632,0.01468189233278956,0.11583185952115005,0.03957432056477459,False,Cancer cells_vs_Mast cells,Cancer cells,Mast cells
EXO1,0.960136217948718,0.03986378205128205,3.181606733996088,4.188163e-06,3.1589593e-07,3.702873e-09,0.25,3.4598396,3.4153671,1.8656582,-4.381487,10.358546,0.0413523706896552,0.000749063670411985,0.030980603448275766,0.000749063670411985,0.05899669361875385,0.0020360523794835145,True,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
EME1,0.9439102564102564,0.05608974358974361,2.8230779544707016,2.562209e-06,4.714985e-07,3.702873e-09,0.25,2.1856956,2.1043825,1.2921411,-2.8608532,6.8924828,0.019531249999999955,0.0022471910112359553,0.01831896551724134,0.00149812734082397,0.026556511718484114,0.0019249554110520178,True,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
RAD51,0.9326923076923077,0.06730769230769229,2.6288006915983018,9.898928e-06,1.9344748e-06,3.702873e-09,0.25,2.2440689,2.2418947,1.3382452,-3.1401129,7.5246553,0.05522629310344855,0.00149812734082397,0.04135237068965529,0.00149812734082397,0.09942952432403473,0.0015095219255456156,True,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
RAD54L,0.9314903846153846,0.06850961538461542,2.6098116262893787,1.2513655e-05,1.4701515e-06,3.702873e-09,0.25,2.724732,2.6662025,1.7231253,-4.3920984,8.693962,0.038658405172413854,0.000749063670411985,0.03165409482758612,0.000749063670411985,0.061298654163453134,0.0008126097531047788,True,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
TTK,0.9112580128205128,0.08874198717948723,2.3290928358124843,1.3206471e-05,2.1034625e-06,3.702873e-09,0.25,2.3064742,2.2329235,1.5707418,-4.0990324,7.8815317,0.10627693965517294,0.000749063670411985,0.056438577586207336,0.000749063670411985,0.19563609150253208,0.0005975300497862038,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
POLE2,0.9000400641025641,0.0999599358974359,2.1976697243891827,9.1371185e-06,2.4566912e-06,3.702873e-09,0.25,1.7427423,1.7423744,1.1747724,-2.6656475,6.2055235,0.05185883620689682,0.0052434456928838954,0.04431573275862087,0.0052434456928838954,0.07740881011256522,0.014625592428097797,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
FEN1,0.8926282051282052,0.10737179487179482,2.1178725386048667,4.8196296e-05,1.0415712e-05,3.702873e-09,0.25,1.937214,1.906631,1.388045,-3.4299011,7.0302334,0.23410560344827824,0.029213483146067407,0.13806573275862286,0.023970037453183518,0.3652160990714279,0.04671555228110242,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
RRM2,0.8868189102564102,0.11318108974358976,2.0586516245079807,5.059506e-05,6.6184034e-06,3.702873e-09,0.25,2.5332947,2.5087094,1.926979,-6.081024,9.430995,0.2289870689655185,0.012734082397003748,0.08970905172413908,0.008239700374531835,0.44173274042784977,0.011070946701275503,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
RFC4,0.8780048076923077,0.12199519230769229,1.9736703621279315,6.395467e-05,1.727969e-05,3.702873e-09,0.25,1.6901968,1.7124577,1.2482057,-4.007737,5.8415613,0.27922952586207117,0.0247191011235955,0.17093211206896838,0.021722846441947566,0.4311317437416015,0.06106690228762052,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
CDC25C,0.8643830128205128,0.13561698717948723,1.852181268437126,6.0806974e-06,1.1165889e-06,3.702873e-09,0.25,1.86005,1.7751751,1.5352976,-5.683571,7.881315,0.04108297413793112,0.0,0.02990301724137922,0.0,0.0703278003465587,0.0,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
UBE2T,0.8419471153846154,0.15805288461538458,1.6727874627665134,6.878035e-05,1.1447187e-05,3.702873e-09,0.25,2.0041897,2.013412,1.7063624,-4.3597507,7.463564,0.5647898706896498,0.037453183520599245,0.2425915948275906,0.03146067415730336,1.0653360512104424,0.05437741933304034,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
FANCD2,0.8373397435897436,0.1626602564102564,1.6385661358218773,4.928306e-06,1.2967197e-06,3.702873e-09,0.25,1.842346,1.7789164,1.6357253,-3.939705,8.496771,0.03838900862068971,0.010486891385767793,0.033539870689655124,0.010486891385767793,0.055742164925466214,0.020357115124980674,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
XRCC2,0.8357371794871795,0.16426282051282048,1.6268464269498017,4.8064535e-06,9.924145e-07,3.702873e-09,0.25,1.944791,1.9261055,1.7237031,-4.47069,8.342365,0.04175646551724146,0.000749063670411985,0.036503232758620704,0.000749063670411985,0.05534388995101548,0.0009371495939096522,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
NEIL3,0.8131009615384616,0.18689903846153844,1.470286674785328,4.25538e-06,6.063657e-07,3.702873e-09,0.25,1.9978045,1.9437275,1.980283,-6.2325964,9.0928135,0.024784482758620635,0.0022471910112359553,0.020339439655172365,0.0022471910112359553,0.03403552789641303,0.003894680562463745,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
BLM,0.7602163461538461,0.23978365384615385,1.1538659557216477,9.594611e-06,3.602421e-06,3.702873e-09,0.25,1.3053954,1.3355656,1.51655,-5.465246,6.4636087,0.0471443965517243,0.000749063670411985,0.038927801724138,0.000749063670411985,0.08224828622912823,0.0009398540406674843,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
POLQ,0.7584134615384616,0.24158653846153844,1.1440009262745237,4.273983e-06,1.0901376e-06,3.702873e-09,0.25,1.8058536,1.7871122,2.2413936,-6.012247,10.105326,0.015490301724137909,0.000749063670411985,0.013469827586206877,0.000749063670411985,0.020717238520384828,0.0010000850072256142,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
FANCI,0.7582131410256411,0.24178685897435892,1.1429079166041816,1.3865259e-05,4.638258e-06,3.702873e-09,0.25,1.2309287,1.1615105,1.3564444,-3.3452282,6.1226606,0.10344827586206977,0.013483146067415736,0.07354525862069046,0.013483146067415736,0.16771352709045223,0.021129762754138148,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
FANCB,0.7431891025641025,0.25681089743589747,1.0626104926372342,4.691665e-06,1.6029496e-06,3.702873e-09,0.25,1.18121,1.1640825,1.425827,-4.718561,5.9137335,0.026670258620689585,0.0052434456928838954,0.024245689655172348,0.0052434456928838954,0.04650415340813736,0.005107537037868602,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
TYMS,0.7161458333333334,0.28385416666666663,0.925423194171707,5.4733762e-05,1.8177141e-05,3.702873e-09,0.25,1.2498941,1.18291,1.680924,-5.195776,7.573102,0.2669719827586219,0.05468164794007488,0.1330818965517262,0.03370786516853931,0.41144852280305266,0.06804368560437801,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
RAD54B,0.7001201923076923,0.2998798076923077,0.847870251184851,6.19183e-06,2.5376605e-06,3.702873e-09,0.25,1.0843654,1.0650816,1.5697895,-4.03236,6.2633915,0.028825431034482683,0.00299625468164794,0.026131465517241305,0.00299625468164794,0.04275885725121372,0.0023873909441031564,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
FANCA,0.6610576923076923,0.3389423076923077,0.66801119291213,1.6140533e-05,9.580475e-06,3.702873e-09,0.25,0.79599196,0.78560257,1.2921568,-4.1222744,5.782118,0.09630926724138023,0.022471910112359553,0.07327586206896632,0.021722846441947566,0.11583185952115005,0.04407312096131537,False,Cancer cells_vs_Alveolar cell,Cancer cells,Alveolar cell
